"last_name, first_name","player_id","year","pa","k_percent","bb_percent","woba","xwoba","sweet_spot_percent","barrel_batted_rate","hard_hit_percent","avg_best_speed","avg_hyper_speed","whiff_percent","swing_percent"
"Fedde, Erick","607200","2022","573",16.4,10.1,".362",".356",34.9,8.1,43.5,"78.2401011","94.651932751",18.3,43
"Krehbiel, Joey","607216","2022","244",18.4,7.4,".317",".312",32.6,7.3,33.7,"75.02276427","93.303641011",22.2,46.2
"Gsellman, Robert","607229","2022","64",14.1,4.7,".340",".400",38.5,13.5,50,"79.338033462","95.129951154",24.3,49.8
"Garrett, Amir","607237","2022","196",25,16.3,".276",".296",30.9,6.4,30,"77.774597778","93.572094815",26.9,42.5
"Martinez, Nick","607259","2022","448",21.2,9.2,".315",".304",30.2,8.1,37,"74.378024902","93.379062721",25.4,47.6
"Patton, Spencer","607359","2022","29",17.2,10.3,".284",".289",21.1,5.3,36.8,"76.78194","93.594246842",25,43.2
"Mazza, Chris","607391","2022","35",14.3,17.1,".488",".503",40.9,13.6,50,"76.876912727","95.907149545",24.2,45.9
"Banda, Anthony","607455","2022","135",22.2,9.6,".415",".343",44.4,6.7,32.2,"71.570184","93.087101333",21,47.5
"Barraclough, Kyle","607457","2022","37",24.3,10.8,".272",".324",50,16.7,41.7,"82.274053333","94.02588375",37.7,49.6
"Bummer, Aaron","607481","2022","117",25.6,8.5,".328",".308",30.7,6.7,45.3,"78.862135946","95.234822162",27.4,38.3
"Freeland, Kyle","607536","2022","766",17.1,6.9,".346",".347",35.2,9.7,42.4,"79.406275786","94.45487619",20.8,47.5
"Howard, Sam","607572","2022","12",8.3,33.3,".536",".479",50,16.7,16.7,"73.399636667","92.156046667",19,36.2
"Ladwig, A.J.","607609","2022","15",0,0,".562",".599",53.3,20,60,"81.62018125","96.606351333",8.3,58.5
"Lugo, Seth","607625","2022","272",25.4,6.6,".292",".290",30.2,8.2,33,"78.197917667","93.475523944",23.3,42.6
"Means, John","607644","2022","34",20.6,5.9,".260",".322",28,4,40,"76.216586667","94.9919175",20.5,54.1
"Vasquez, Andrew","607755","2022","39",25.6,10.3,".292",".334",45.5,4.5,40.9,"78.630240909","94.518854286",29.4,33.3
"Estévez, Carlos","608032","2022","235",23,9.8,".290",".316",38.2,7.6,38.9,"78.645185455","94.618619351",21.9,50.1
"De Jong, Chase","608328","2022","293",20.1,10.2,".300",".306",29.8,8.6,39.4,"77.67306303","93.742473604",25,45
"Fried, Max","608331","2022","733",23.2,4.4,".255",".264",29.4,4,32.1,"74.476912412","92.996220039",25.9,49.7
"Giolito, Lucas","608337","2022","698",25.4,8.7,".344",".318",37.9,7.5,39,"77.642930485","94.18580163",28.5,47.4
"Irvin, Cole","608344","2022","741",17.3,4.9,".306",".324",36.1,9.6,39.5,"79.40257422","93.912507513",20.5,52
"Knebel, Corey","608349","2022","193",21.2,14,".293",".303",30.9,5.7,39.8,"77.755498852","93.948843852",27,44.7
"Sims, Lucas","608371","2022","31",16.1,19.4,".323",".341",31.6,5.3,26.3,"79.335891","92.50532",20.8,37.2
"Wacha, Michael","608379","2022","515",20.2,6,".301",".329",35.4,9.6,35.4,"76.73331","93.926884205",20.7,50.5
"Márquez, Germán","608566","2022","779",19.3,8.1,".341",".326",35.8,7.1,47.2,"80.242384122","94.974977437",23,49.7
"Chargois, JT","608638","2022","86",19.8,5.8,".293",".252",24.2,6.5,37.1,"74.830732258","93.873777419",23.2,49.1
"Duffey, Tyler","608648","2022","185",21.1,8.1,".345",".358",40,8.5,43.1,"79.584492308","94.652849612",25,47
"Farrell, Luke","608652","2022","70",20,10,".363",".361",42.9,8.2,42.9,"81.205515833","95.19226625",17.3,38.6
"Graveman, Kendall","608665","2022","285",23.2,9.1,".306",".292",28.9,4.2,34.7,"77.478076842","93.430420476",27.2,45.8
"Leone, Dominic","608678","2022","222",23.4,10.8,".350",".299",34.9,6.2,41.1,"80.513171111","94.035522727",35.8,55.4
"Steckenrider, Drew","608716","2022","68",14.7,7.4,".396",".423",45.3,11.3,39.6,"77.897973333","94.209868679",20.8,52.1
"Stratton, Chris","608717","2022","279",21.5,9,".332",".315",33.3,5.7,41.1,"79.664095","94.213278617",26.3,48
"Suter, Brent","608718","2022","272",19.5,8.1,".313",".300",26.3,5.7,30.4,"73.428496421","92.966701842",26.7,46.8
"Voth, Austin","608723","2022","442",20.4,7,".331",".324",37.2,8.5,37.2,"77.548343354","93.740784286",24.6,47.9
"Bracho, Silvino","611093","2022","18",22.2,5.6,".358",".399",33.3,16.7,33.3,"81.201348333","95.043015",21.2,50.8
"Castro, Miguel","612434","2022","131",23.7,11.5,".333",".339",35,11.3,32.9,"77.588281","93.61466557",32.3,42.1
"Ruiz, José","614179","2022","265",25.7,12.5,".323",".321",32.3,8.5,47,"77.738176341","94.62496628",29.2,44.8
"Quantrill, Cal","615698","2022","770",16.6,6.1,".305",".321",33.3,7.5,35.7,"76.145610174","93.608907247",18.5,48.7
"Sawamura, Hirokazu","617228","2022","221",18.1,12.2,".294",".321",32.5,7.1,44.8,"77.512073026","94.580836908",25.2,48.3
"Cuas, Jose","621016","2022","180",18.9,13.3,".340",".321",31,3.4,34.5,"73.145547586","93.340394348",25.3,43.7
"Wilson, Steven","621051","2022","214",24.8,9.3,".277",".263",33.3,7.2,35.5,"76.838637647","93.243910667",28.3,47.3
"Rucker, Michael","621074","2022","229",21.8,8.7,".308",".297",27,8.2,38.3,"79.725563506","94.205432745",25.8,48.4
"Kaprielian, James","621076","2022","577",17,10.2,".322",".331",34.2,8,36.4,"77.851013366","93.618519098",21.2,47.8
"Wiles, Collin","621079","2022","41",22,4.9,".353",".297",44.8,6.9,27.6,"77.993408","92.629795862",29.3,48.7
"Lemoine, Jake","621082","2022","74",17.6,9.5,".355",".304",31.5,7.4,40.7,"82.879521481","94.083802593",22.1,37.9
"Eflin, Zach","621107","2022","313",20.8,4.8,".295",".281",31.6,6.1,31.1,"73.144882566","92.731852566",22.1,47.7
"Buehler, Walker","621111","2022","274",21.2,6.2,".318",".320",34,6.6,41.6,"75.260383229","94.437642292",24.8,49.7
"Blackburn, Paul","621112","2022","467",19.1,6.4,".326",".314",30,7,40.5,"76.279288935","94.130617189",23.6,44.5
"Burr, Ryan","621114","2022","39",17.9,10.3,".363",".380",35.7,14.3,46.4,"80.972486429","95.848695",20,43.6
"McCullers Jr., Lance","621121","2022","195",25.6,11.3,".287",".294",26.8,4.9,32.5,"76.911619016","93.269571066",27.1,43.2
"Mills, Alec","621219","2022","84",13.1,3.6,".486",".420",44.8,11.9,43.3,"81.014461471","95.251349403",15.5,49
"Alvarado, José","621237","2022","214",37.9,11.2,".259",".249",30.6,6.5,34.3,"75.897555741","93.410228879",38.4,46.7
"Díaz, Edwin","621242","2022","235",50.2,7.7,".205",".202",34,4.1,38.1,"72.599353125","93.266256211",49.9,51.8
"Berríos, José","621244","2022","753",19.8,6,".350",".346",36.3,9.5,43.8,"79.057235","94.764961466",21.2,48.6
"Garza Jr., Ralph","621248","2022","153",11.1,10.5,".347",".361",36.4,6.8,38.1,"75.654888644","93.523260855",20.3,47.9
"Underwood Jr., Duane","621249","2022","259",22,9.7,".295",".313",36,3.5,36,"76.511209535","93.652704444",27.3,49.2
"Wittgren, Nick","621295","2022","134",12.7,7.5,".346",".317",30.1,1,34,"79.544010784","93.525885347",17.2,47.2
"Minter, A.J.","621345","2022","271",34.7,5.5,".246",".242",32.1,8.8,34,"77.609468333","93.586623419",33,51.6
"Clay, Sam","621348","2022","29",17.2,13.8,".370",".370",6.3,6.3,62.5,"85.823934286","98.891141429",21.9,32
"Poche, Colin","621363","2022","245",26.1,9,".299",".292",33.5,8.9,31,"74.817393038","92.659155287",28,51.3
"Borucki, Ryan","621366","2022","111",18.9,9.9,".350",".368",32.5,10.4,45.5,"75.552126842","94.469658421",26.4,47.5
"Hearn, Taylor","621368","2022","449",21.6,9.6,".337",".337",38.6,9.8,40.2,"78.646760662","94.444467252",22.2,48.1
"Strahm, Matt","621381","2022","193",26.9,8.8,".296",".285",37,7.6,33.6,"77.429842712","92.864672991",23.4,47.6
"Banks, Tanner","621383","2022","217",22.6,8.3,".268",".312",33.6,7.4,40.9,"76.169052838","94.10124277",19.3,49.7
"Blach, Ty","621389","2022","193",15,5.7,".338",".313",35.8,6,37.1,"76.0464648","93.528252953",20,49.7
"Castro, Anthony","621593","2022","65",18.5,15.4,".467",".439",41.9,14,41.9,"76.727947273","94.573606047",28.4,44.6
"Young, Alex","622065","2022","116",18.1,9.5,".325",".297",30.1,2.4,38.6,"78.64040881","93.88782241",31.6,50.6
"Wood, Alex","622072","2022","555",23.6,5.4,".315",".310",33.8,7.1,39.8,"77.688850423","93.934838439",25,48.1
"Almonte, Yency","622075","2022","135",24.4,7.4,".215",".271",30.7,4.5,25,"70.463103182","92.297405517",33.5,46.1
"Smith, Drew","622098","2022","187",28.3,8,".300",".302",34.5,11.8,50.4,"79.688325667","95.005406303",30.9,48.6
"Reyes Jr., Gerardo","622103","2022","12",0,25,".524",".344",44.4,0,33.3,"80.387504","92.574282222",25,42.6
"Sborz, Josh","622250","2022","100",32,11,".364",".342",43.9,10.5,47.4,"82.850164138","95.06927",35.3,43.9
"Staumont, Josh","622251","2022","176",24.4,16.5,".355",".342",38.8,5.8,43.7,"80.385973333","94.434910882",27.8,43.4
"Tate, Dillon","622253","2022","292",20.5,5.5,".270",".277",25.4,5.3,38.3,"74.689986286","93.954927273",23.2,48.7
"Castillo, Luis","622379","2022","14",28.6,0,".126",".232",20,10,40,"86.56967","95.234037",22.6,51.7
"Castillo, Luis","622491","2022","615",27.2,7.3,".273",".284",33.8,6.9,37.6,"78.443293679","94.004473005",27.8,49.4
"Crismatt, Nabil","622503","2022","280",23.2,7.9,".285",".290",33,5.2,36.1,"76.973271474","93.331246667",26.6,47.5
"Domínguez, Seranthony","622554","2022","207",29.5,10.6,".268",".285",31.7,8.1,45.5,"79.842461935","94.632305854",32.6,48.8
"Senzatela, Antonio","622608","2022","413",13.1,5.6,".386",".350",34.2,4.5,41.7,"80.114308447","94.117888385",16.2,47.5
"Severino, Luis","622663","2022","405",27.7,7.4,".273",".268",33.6,6.9,41.6,"78.892817222","94.25243631",27.8,49.2
"Hernández, Elieser","622694","2022","278",21.6,7.9,".388",".337",33.3,13,35.9,"78.774908211","94.128635211",24.9,49.6
"Díaz, Miguel","622766","2022","14",21.4,14.3,".162",".157",0,0,22.2,"73.625502","92.735404444",40,53.6
"Tinoco, Jesus","622786","2022","84",21.4,11.9,".254",".292",38.2,5.5,38.2,"77.280987778","93.355597358",24.8,46
"Sewald, Paul","623149","2022","243",29.6,7.4,".228",".253",33.6,9.4,33.6,"74.987985946","92.984555782",34,49.2
"Flexen, Chris","623167","2022","590",16.1,8.6,".315",".330",35.7,9,40,"78.17888445","94.165946851",21.7,48.8
"Brazobán, Huascar","623211","2022","141",28.4,14.9,".317",".296",29.5,5.1,26.9,"70.166575128","92.226807273",40.2,45.3
"Hader, Josh","623352","2022","219",37,9.6,".313",".291",45.1,11.5,36.3,"76.243555263","93.654660442",36.6,47
"Topa, Justin","623437","2022","35",11.4,11.4,".306",".302",22.2,3.7,37,"75.032000714","93.804914074",13.7,40.8
"Stephens, Jackson","623451","2022","235",20,9.8,".286",".304",33.3,4.9,32.1,"76.325581875","92.90057525",22.1,48.9
"Phillips, Evan","623465","2022","233",33,6.4,".197",".231",31.2,4.3,31.2,"74.845373582","92.66339403",30.1,45.7
"Herget, Jimmy","623474","2022","266",23.7,5.6,".245",".267",31.4,6.5,36.2,"77.576868667","93.407438444",25.3,46.9
"Goudeau, Ashton","623485","2022","94",17,10.6,".362",".330",36.8,5.9,45.6,"82.503170588","94.352129412",24.1,46.4
"Suárez, Ranger","624133","2022","662",19.5,8.8,".314",".302",27.9,6.8,34.9,"75.98613931","93.554240323",21.3,45.5
"Castellani, Ryan","624418","2022","11",9.1,0,".161",".331",20,10,50,"81.230188","96.372178",12,55.6
"Thompson, Keegan","624522","2022","485",22.3,8.9,".322",".325",36.6,8.6,39.1,"78.39404275","93.986615549",24.5,46.2
"López, Reynaldo","625643","2022","254",24.8,4.3,".245",".267",36,5.1,39.3,"79.515385747","93.948880402",29,50.4
"Iglesias, Raisel","628452","2022","246",31.7,5.7,".253",".275",39.1,10.6,33.8,"75.750745467","93.512690067",34,51.7
"Marte, Yunior","628708","2022","214",20.6,10.3,".330",".303",31,3.5,37.3,"75.344185493","93.21808338",26.3,47.9
"Urías, Julio","628711","2022","689",24.1,6,".263",".262",29.6,6.7,30.4,"75.838974487","92.831563148",23.7,51.8
"Chirinos, Yonny","630023","2022","30",20,3.3,".278",".272",22.7,4.5,45.5,"80.257832727","95.361387727",20.4,49
"Crowe, Wil","640444","2022","332",20.5,11.4,".308",".316",30.5,4.9,32.7,"77.408057297","92.887164796",27.5,45.4
"Finnegan, Kyle","640448","2022","268",26.1,8.2,".288",".283",30.7,8,43.8,"79.623692529","94.623961494",27.7,49.3
"Harvey, Hunter","640451","2022","157",28.7,7.6,".272",".259",31,5,44,"80.8105928","94.1790869",27.5,49.5
"Manaea, Sean","640455","2022","671",23.2,7.5,".330",".312",32.7,9.1,42.9,"80.031482379","94.542852357",25.5,51.4
"Puk, A.J.","640462","2022","281",27,8.2,".296",".299",29.2,8.8,35.1,"74.595083976","93.650068",29,47.6
"Alzolay, Adbert","640470","2022","52",36.5,3.8,".252",".233",33.3,10,23.3,"75.135395333","92.144976333",34,51.8
"López, Pablo","641154","2022","736",23.6,7.2,".305",".301",33.7,9,35.1,"76.341792771","93.754029819",28.1,49.6
"Alexander, Tyler","641302","2022","427",14.3,5.9,".337",".355",37.6,11.2,37.9,"77.485922096","94.204895419",17,50.7
"Baker, Bryan","641329","2022","291",26.1,8.9,".277",".280",31.7,4.8,41.4,"79.815089565","94.194919783",27.3,45
"Bickford, Phil","641360","2022","247",27.1,5.7,".312",".290",28,11.6,34.8,"77.695345443","94.015776266",25.1,50.6
"Brentz, Jake","641394","2022","38",23.7,26.3,".521",".467",55.6,5.6,38.9,"77.674391111","95.190478824",31.4,31.9
"Brogdon, Connor","641401","2022","188",26.6,5.9,".310",".278",36.5,6.3,29.4,"76.362694754","93.188675984",33,52.1
"Castano, Daniel","641447","2022","156",12.8,5.8,".366",".336",28.8,6.4,33.6,"74.969243115","93.514981983",17.3,51.1
"Cortes Jr., Nestor","641482","2022","615",26.5,6.2,".245",".257",34.2,5.3,34.7,"77.302580728","93.293066165",24.4,50.5
"Danish, Tyler","641501","2022","173",18.5,6.9,".334",".377",34.4,10.4,41.6,"76.566845968","94.819378871",18.8,44
"Dunning, Dane","641540","2022","671",20.4,9.2,".344",".327",30,8.9,38,"75.651708018","94.089395066",24.4,44.4
"Foster, Matt","641582","2022","193",21.8,8.8,".308",".317",39.6,6,33.6,"77.546812424","93.398500379",21,50.3
"Gott, Trevor","641627","2022","186",23.7,6.5,".290",".268",33.1,7.9,31.5,"75.512360159","92.986160794",25.7,46.5
"Hamilton, Ian","641656","2022","11",0,9.1,".446",".371",50,0,40,"82.787038","93.516344",10.5,45.2
"Hatch, Thomas","641672","2022","26",15.4,7.7,".655",".457",36.8,10.5,68.4,"85.966006","96.111548947",14.6,57.7
"Hendrix, Ryan","641682","2022","38",23.7,15.8,".377",".254",19,0,33.3,"82.839704545","91.985676667",39.3,39.2
"Hudson, Dakota","641712","2022","596",13.1,10.2,".326",".343",31.7,6,40.4,"77.569535561","94.410242899",17.6,44
"Jefferies, Daulton","641726","2022","172",16.3,4.7,".333",".301",34.3,8.2,38.8,"78.461316119","94.130182256",22.7,47.6
"Jiménez, Joe","641729","2022","231",33.3,5.6,".268",".266",37.6,7.8,39.7,"77.513937971","94.12236471",30.4,53
"Kay, Anthony","641743","2022","10",30,10,".393",".435",60,20,100,"100.269126667","104.7837",35.3,43.6
"Keller, Brad","641745","2022","617",16.5,9.2,".337",".323",28.7,6.6,41.4,"78.15085467","94.3547437",21.5,48.8
"Kinley, Tyler","641755","2022","100",27,6,".253",".252",34.8,1.5,42.4,"78.643300303","93.897117231",32.3,53.5
"Kuhl, Chad","641771","2022","617",17.8,9.4,".368",".351",36,9.7,44.6,"79.624909136","95.09870475",23.6,45.5
"Lauer, Eric","641778","2022","661",23.8,8.9,".310",".311",35.8,8,38,"78.142811567","93.894195219",24.2,46.6
"Littell, Zack","641793","2022","190",20.5,6.8,".348",".297",29.2,8,37.2,"76.9443825","93.577419412",27.7,52.4
"Mahle, Tyler","641816","2022","503",25,8.5,".303",".291",31.9,7.5,38.3,"78.299761636","93.700623708",26.8,45.3
"Mayza, Tim","641835","2022","193",22.8,6.2,".295",".316",34.6,7.4,39,"76.056493433","94.699342481",23.4,45.6
"McKay, David","641853","2022","32",9.4,12.5,".368",".431",40,16,52,"82.837430769","94.3948956",13.8,43
"Middleton, Keynan","641871","2022","69",21.7,4.3,".359",".354",44,12,38,"75.824922","93.852013878",36.6,54.4
"Murphy, Patrick","641907","2022","34",11.8,23.5,".370",".360",22.7,9.1,27.3,"77.629206364","92.564589545",17.9,47.2
"Ober, Bailey","641927","2022","227",22.5,4.8,".272",".334",38,11.7,36.8,"80.08583963","94.200320988",27.7,52.9
"Pagán, Emilio","641941","2022","274",30.7,9.5,".334",".306",35,9.8,44.8,"78.792548642","94.666518137",30.8,51.7
"Rogers, Josh","642028","2022","113",10.6,9.7,".331",".343",30,8.9,38.9,"77.679346222","93.932277191",14,47.7
"Saucedo, Tayler","642048","2022","15",0,6.7,".662",".604",50,28.6,71.4,"85.061675714","99.809586429",17.4,47.9
"Sedlock, Cody","642060","2022","16",18.8,6.3,".422",".388",41.7,8.3,66.7,"77.417181667","96.9510525",31.6,53.5
"Speier, Gabe","642100","2022","77",18.2,6.5,".273",".259",34.5,3.4,32.8,"78.591075172","92.818702807",20.1,45
"Sulser, Cole","642121","2022","149",25.5,10.7,".374",".342",40,8.4,43.2,"79.681103043","94.739890543",30.9,49.6
"Taylor, Blake","642130","2022","74",12.2,12.2,".299",".321",38.2,5.5,32.7,"74.684931786","92.959148909",20.1,45.6
"Trivino, Lou","642152","2022","250",26.8,9.6,".349",".323",32.9,7.1,47.1,"75.420814868","95.278375",27.8,47.5
"Widener, Taylor","642203","2022","82",17.1,6.1,".349",".310",33.3,6.7,40,"76.282810333","94.145150333",20.1,52.9
"Williams, Devin","642207","2022","240",40,12.5,".225",".223",30.6,0.9,27,"72.642471071","92.044238919",40.8,47
"Yacabonis, Jimmy","642231","2022","73",28.8,13.7,".452",".407",50,22.5,42.5,"81.45455","94.810041",26.7,34.6
"Yarbrough, Ryan","642232","2022","355",17.2,6.2,".345",".324",32.6,7.3,31,"72.32290619","92.893902778",22.2,50.3
"Zastryzny, Rob","642239","2022","16",18.8,6.3,".277",".214",25,8.3,25,"79.463181667","92.895615",23.1,54.2
"Soto, Gregory","642397","2022","263",22.8,12.9,".302",".313",34,6.2,43.2,"81.89783125","94.978462188",25.7,47
"Loáisiga, Jonathan","642528","2022","203",18.2,9.4,".271",".290",27.9,2,29.9,"71.244299041","92.487312",25.7,50.6
"Barria, Jaime","642545","2022","316",17.1,6,".290",".314",30.8,10,35.8,"77.787227179","93.537908675",23.1,51.2
"Hernández, Jonathan","642546","2022","131",20.6,13,".296",".313",27.9,4.7,51.2,"78.477986512","95.940301176",30.3,44.6
"Peralta, Freddy","642547","2022","317",27.1,8.5,".256",".257",31.3,3.5,31.3,"76.1205713","93.119958392",29.7,44
"Bautista, Félix","642585","2022","253",34.8,9.1,".240",".255",32.6,8.5,36.9,"74.718440286","93.417917929",33.6,50.3
"Ogando, Cristofer","642657","2022","17",11.8,5.9,".355",".405",46.2,15.4,53.8,"86.827515714","97.236996923",15.2,44.6
"Espinal, Raynel","642659","2022","21",23.8,4.8,".416",".386",33.3,13.3,46.7,"76.36882","95.141490714",35,52.6
"Santana, Dennis","642701","2022","255",21.2,11,".287",".306",35.5,4.7,33.1,"75.177102024","93.08032506",27.4,44.2
"Acevedo, Domingo","642758","2022","266",21.8,6.4,".273",".290",31.4,7.4,33,"75.018188043","93.210463043",31.2,54.8
"Guerra, Javy","642770","2022","82",12.2,13.4,".331",".355",38.3,8.3,45,"82.07891","94.720321525",17.7,42.7
"Wynns, Austin","642851","2022","10",0,10,".491",".311",33.3,11.1,33.3,"80.800556","93.405102222",9.1,42.3
"Brault, Steven","643230","2022","39",20.5,12.8,".336",".263",28,4,36,"88.311191538","93.6534012",29.7,40.8
"Cimber, Adam","643256","2022","293",19.8,4.4,".294",".297",34.6,5.1,38.8,"77.917995096","94.496822837",20.7,50.9
"Dunn, Justin","643290","2022","138",15.2,12.3,".425",".430",42.3,16.5,44.3,"81.60832","95.135795895",22,41.3
"Fry, Paul","643316","2022","61",23,14.8,".327",".345",31.4,2.9,51.4,"85.323633333","97.026545143",27.6,42.2
"Green, Chad","643338","2022","62",25.8,8.1,".283",".281",37.5,5,45,"78.2217155","93.87147825",26.6,57.7
"Herget, Kevin","643361","2022","30",13.3,0,".328",".266",38.5,15.4,38.5,"80.678086154","93.745768846",20,49.5
"Jax, Griffin","643377","2022","290",26.9,6.9,".265",".278",33.9,6.9,37,"77.378324894","93.555997647",29.6,48.8
"Knight, Dusten","643400","2022","49",18.4,8.2,".368",".351",25,16.7,38.9,"74.964891176","93.994775",22.6,48.4
"Leiter Jr., Mark","643410","2022","282",25.9,8.9,".296",".306",30.5,6.2,34.5,"75.163586437","93.640648908",29,44.2
"Pruitt, Austin","643493","2022","224",17,4,".299",".308",30.1,9.7,34.1,"77.073789091","93.465914716",24.8,50.8
"Rogers, Tyler","643511","2022","319",15.4,7.2,".302",".286",27.8,3.7,32.8,"71.191696891","92.568390798",19.2,44.8
"Zeuch, T.J.","643615","2022","64",7.8,10.9,".539",".434",36.7,12.2,46.9,"82.113816","94.710072653",15.9,42.8
"Arano, Víctor","644364","2022","187",23.5,6.4,".329",".295",32.3,5.5,35.4,"73.192333175","93.272533095",28.9,50.4
"Severino, Anderson","644429","2022","34",26.5,11.8,".328",".313",31.6,5.3,52.6,"79.627925","95.059771053",31.5,40.6
"Alcantara, Sandy","645261","2022","886",23.4,5.6,".260",".266",28.4,5.3,38.5,"76.106105279","93.947545934",25.4,53.4
"Díaz, Jhonathan","646242","2022","66",16.7,15.2,".324",".337",37.8,4.4,46.7,"81.865433913","95.152623333",21.8,42.8
"Pop, Zach","647315","2022","157",15.9,2.5,".287",".286",29.4,5.6,45.2,"76.306003175","94.3148048",18.5,51.3
"Wells, Alex","649144","2022","16",37.5,0,".448",".217",20,10,60,"87.844844","94.135314",26.3,57.6
"Ruiz, Norge","650204","2022","94",19.1,7.4,".419",".396",44.8,10.4,52.2,"84.174641515","97.016287121",21.3,48.6
"Hernández, Darwinzon","650382","2022","43",20.9,18.6,".569",".454",41.7,20.8,50,"80.19736","95.394798333",33.3,46.2
"Mejía, J.C.","650496","2022","16",6.3,31.3,".515",".500",50,0,40,"76.489576","96.399742",36.4,37.3
"Garcia, Bryan","650530","2022","84",20.2,11.9,".297",".352",33.3,13,37,"79.310771481","93.188251852",24.6,44.8
"Abreu, Bryan","650556","2022","248",35.5,10.5,".264",".269",25.4,3.8,32.3,"75.430558462","92.935110155",39.1,49.2
"King, Michael","650633","2022","199",33.2,8,".241",".262",35.9,6.8,36.5,"74.07917931","93.235066609",36,45.5
"Civale, Aaron","650644","2022","407",24.1,5.4,".313",".303",35,7.5,40.4,"77.600390432","93.947464532",24.3,46.9
"Quijada, José","650671","2022","169",30.8,12.4,".275",".265",27.7,10.6,38.3,"77.492272128","93.356821596",32.3,51.1
"Cabrera, Génesis","650893","2022","194",16.5,10.3,".322",".340",33.3,7.2,31.2,"73.949553043","93.327088696",23.3,47.8
"Castillo, Diego","650895","2022","222",23.9,9.9,".260",".269",27.6,7.6,30.6,"75.227013472","92.806698264",26.5,48.4
"Sánchez, Cristopher","650911","2022","177",19.8,9.6,".323",".320",30.6,6.6,38,"76.912517333","93.513299244",19.1,45.2
"Diplán, Marcos","650959","2022","27",29.6,18.5,".272",".322",35.7,0,42.9,"77.353338571","93.513983571",20.8,43.4
"Duarte, Daniel","650960","2022","14",14.3,21.4,".449",".384",44.4,11.1,55.6,"79.683626","94.327953333",11.4,45.5
"Rodríguez, Manuel","655889","2022","57",14,15.8,".311",".354",35,5,25,"67.6618195","91.219711026",22.4,48.3
"Zabala, Aneurys","656008","2022","11",18.2,9.1,".338",".464",50,0,50,"78.37403","93.9944925",25,46.5
"Abreu, Albert","656061","2022","172",22.1,12.8,".328",".325",36.7,5.5,35.8,"75.690379623","93.919208019",27,41.9
"Beeks, Jalen","656222","2022","250",28,8.8,".297",".299",31.4,8.3,37.2,"74.118684487","93.71135471",31.1,48.5
"Bielak, Brandon","656232","2022","54",22.2,7.4,".322",".319",14.3,11.4,40,"77.62995","94.180986286",19.8,42.5
"Bird, Jake","656234","2022","211",19.9,10.9,".331",".336",31,6.3,42.3,"81.488012174","94.835558978",20.8,41.2
"Brigham, Jeff","656257","2022","101",27.7,9.9,".322",".308",38.1,6.3,33.3,"80.250847742","93.527097742",28.2,46.5
"Burke, Brock","656271","2022","328",27.4,7.3,".278",".284",35.4,7.1,39.2,"77.544042404","94.02976029",24.6,47.1
"Carlton, Drew","656290","2022","32",21.9,0,".148",".307",24,12,36,"81.941806923","95.17693",19.7,55
"Cease, Dylan","656302","2022","747",30.4,10.4,".263",".257",31.4,6.2,31.2,"75.92510977","92.882995645",33.2,47.3
"Coonrod, Sam","656322","2022","58",20.7,12.1,".350",".312",41.7,2.8,30.6,"77.819441111","93.205388056",20,50.8
"Davidson, Tucker","656353","2022","243",13.6,14.4,".363",".338",30.8,5.2,39.5,"79.581692118","93.956506706",22.5,44.8
"Davis, Austin","656354","2022","264",24.2,12.5,".333",".330",37,7.4,30.9,"74.796585696","93.134258038",26.4,45.7
"Faedo, Alex","656412","2022","244",18,10.2,".361",".358",45.4,9.8,39.1,"81.855073218","94.580938613",24.2,46.1
"Feyereisen, J.P.","656420","2022","86",29.1,5.8,".112",".244",23.2,7.1,39.3,"78.9533025","93.991868036",33.5,51.2
"Flaherty, Jack","656427","2022","167",19.8,13.2,".358",".341",38.3,5.6,30.8,"75.984204615","93.320280971",25.5,43.8
"Gilbert, Tyler","656457","2022","146",13.7,6.8,".332",".389",41.2,11.4,42.1,"78.201279649","94.20946115",19.3,48.8
"Gilbreath, Lucas","656458","2022","187",26.2,13.9,".313",".316",30.6,2.8,40.7,"77.767216296","93.751946636",29.2,43
"Ginkel, Kevin","656464","2022","124",24.2,8.9,".290",".266",26.8,4.9,32.9,"79.127680732","93.494308659",26.9,45.7
"Griffin, Foster","656492","2022","32",12.5,15.6,".408",".465",45.5,18.2,50,"82.558084","97.1300625",25,39.6
"Hentges, Sam","656529","2022","245",29.4,7.8,".235",".261",24.5,5.3,35.1,"78.059378493","94.012833793",29.4,50
"Hoffman, Jeff","656546","2022","197",22.8,11.7,".325",".317",31,8.7,38.9,"78.80673381","94.291224841",25.6,44.7
"Holloway, Jordan","656548","2022","11",18.2,9.1,".338",".210",37.5,0,25,"76.2321325","91.8695275",12.5,34
"Houck, Tanner","656557","2022","247",22.7,8.9,".274",".305",33.7,4.9,39.3,"79.6253495","94.087922579",29.2,46.9
"Jackson, Andre","656578","2022","42",21.4,9.5,".288",".286",20.7,6.9,31,"77.383068571","92.557326786",26.2,53.8
"Keller, Mitch","656605","2022","687",20.1,8.7,".323",".318",33.3,7.1,37.3,"75.977615149","94.085242574",21.4,45.6
"Kopech, Michael","656629","2022","494",21.3,11.5,".286",".308",28.9,8.8,41.6,"79.838848282","94.314329509",24.2,44.8
"Lange, Alex","656638","2022","271",30.3,11.4,".282",".283",26.1,5.2,35.9,"73.882087162","93.308956327",44.1,44.3
